Loaded 7,473 train + 1,319 test = 8,792 total rows

Loading model: Qwen/Qwen2.5-7B-Instruct
Model loaded.

── Building next_subquestion_pairs_gsm8k_v2.csv ──
  [2819/8792] Generating subquestions (3 steps)...
  [2820/8792] Generating subquestions (4 steps)...
  [2821/8792] Generating subquestions (3 steps)...
  [2822/8792] Generating subquestions (2 steps)...
  [2824/8792] Generating subquestions (4 steps)...
  [2825/8792] Generating subquestions (3 steps)...
  [2826/8792] Generating subquestions (2 steps)...
  [2827/8792] Generating subquestions (3 steps)...
  [2828/8792] Generating subquestions (2 steps)...
  [2829/8792] Generating subquestions (3 steps)...
  [2830/8792] Generating subquestions (3 steps)...
  [2831/8792] Generating subquestions (8 steps)...
  [2832/8792] Generating subquestions (2 steps)...
  [2833/8792] Generating subquestions (3 steps)...
  [2834/8792] Generating subquestions (4 steps)...
  [2835/8792] Generating subquestions (4 steps)...
  [2836/8792] Generating subquestions (4 steps)...
  [2837/8792] Generating subquestions (2 steps)...
  [2838/8792] Generating subquestions (3 steps)...
  [2839/8792] Generating subquestions (3 steps)...
  [2840/8792] Generating subquestions (2 steps)...
  [2841/8792] Generating subquestions (3 steps)...
  [2842/8792] Generating subquestions (5 steps)...
  [2843/8792] Generating subquestions (2 steps)...
  [2844/8792] Generating subquestions (2 steps)...
  [2845/8792] Generating subquestions (3 steps)...
  [2846/8792] Generating subquestions (2 steps)...
  [2847/8792] Generating subquestions (3 steps)...
  [2848/8792] Generating subquestions (5 steps)...
  [2849/8792] Generating subquestions (4 steps)...
  [2850/8792] Generating subquestions (2 steps)...
  [2852/8792] Generating subquestions (4 steps)...
  [2853/8792] Generating subquestions (5 steps)...
  [2854/8792] Generating subquestions (5 steps)...
  [2855/8792] Generating subquestions (3 steps)...
  [2856/8792] Generating subquestions (5 steps)...
  [2857/8792] Generating subquestions (5 steps)...
  [2858/8792] Generating subquestions (3 steps)...
  [2859/8792] Generating subquestions (5 steps)...
  [2860/8792] Generating subquestions (4 steps)...
  [2861/8792] Generating subquestions (2 steps)...
  [2862/8792] Generating subquestions (3 steps)...
  [2863/8792] Generating subquestions (3 steps)...
  [2864/8792] Generating subquestions (3 steps)...
  [2865/8792] Generating subquestions (3 steps)...
  [2866/8792] Generating subquestions (3 steps)...
  [2867/8792] Generating subquestions (2 steps)...
  [2868/8792] Generating subquestions (4 steps)...
  [2869/8792] Generating subquestions (3 steps)...
  [2870/8792] Generating subquestions (3 steps)...
  [2871/8792] Generating subquestions (4 steps)...
  [2872/8792] Generating subquestions (5 steps)...
  [2873/8792] Generating subquestions (2 steps)...
  [2874/8792] Generating subquestions (2 steps)...
  [2875/8792] Generating subquestions (4 steps)...
  [2876/8792] Generating subquestions (4 steps)...
  [2877/8792] Generating subquestions (3 steps)...
  [2878/8792] Generating subquestions (2 steps)...
  [2879/8792] Generating subquestions (6 steps)...
  [2880/8792] Generating subquestions (3 steps)...
  [2881/8792] Generating subquestions (3 steps)...
  [2882/8792] Generating subquestions (4 steps)...
  [2883/8792] Generating subquestions (3 steps)...
  [2884/8792] Generating subquestions (2 steps)...
  [2885/8792] Generating subquestions (3 steps)...
  [2886/8792] Generating subquestions (2 steps)...
  [2887/8792] Generating subquestions (3 steps)...
  [2888/8792] Generating subquestions (2 steps)...
  [2889/8792] Generating subquestions (5 steps)...
  [2890/8792] Generating subquestions (4 steps)...
  [2891/8792] Generating subquestions (3 steps)...
  [2892/8792] Generating subquestions (2 steps)...
  [2893/8792] Generating subquestions (2 steps)...
  [2894/8792] Generating subquestions (2 steps)...
  [2895/8792] Generating subquestions (3 steps)...
  [2896/8792] Generating subquestions (4 steps)...
  [2897/8792] Generating subquestions (2 steps)...
  [2898/8792] Generating subquestions (4 steps)...
  [2899/8792] Generating subquestions (4 steps)...
  [2901/8792] Generating subquestions (2 steps)...
  [2902/8792] Generating subquestions (2 steps)...
  [2903/8792] Generating subquestions (4 steps)...
  [2904/8792] Generating subquestions (3 steps)...
  [2905/8792] Generating subquestions (4 steps)...
  [2906/8792] Generating subquestions (3 steps)...
  [2907/8792] Generating subquestions (3 steps)...
  [2908/8792] Generating subquestions (2 steps)...
  [2909/8792] Generating subquestions (3 steps)...
  [2910/8792] Generating subquestions (3 steps)...
  [2911/8792] Generating subquestions (3 steps)...
  [2912/8792] Generating subquestions (2 steps)...
  [2913/8792] Generating subquestions (4 steps)...
  [2914/8792] Generating subquestions (5 steps)...
  [2915/8792] Generating subquestions (4 steps)...
  [2916/8792] Generating subquestions (4 steps)...
  [2917/8792] Generating subquestions (2 steps)...
  [2918/8792] Generating subquestions (2 steps)...
  [2919/8792] Generating subquestions (3 steps)...
  [2920/8792] Generating subquestions (5 steps)...
  [2921/8792] Generating subquestions (2 steps)...
  [2923/8792] Generating subquestions (3 steps)...
  [2924/8792] Generating subquestions (3 steps)...
  [2925/8792] Generating subquestions (3 steps)...
  [2926/8792] Generating subquestions (2 steps)...
  [2927/8792] Generating subquestions (4 steps)...
  [2928/8792] Generating subquestions (3 steps)...
  [2930/8792] Generating subquestions (2 steps)...
  [2931/8792] Generating subquestions (3 steps)...
  [2932/8792] Generating subquestions (2 steps)...
  [2933/8792] Generating subquestions (4 steps)...
  [2934/8792] Generating subquestions (3 steps)...
  [2935/8792] Generating subquestions (2 steps)...
  [2936/8792] Generating subquestions (2 steps)...
  [2937/8792] Generating subquestions (2 steps)...
  [2938/8792] Generating subquestions (8 steps)...
  [2939/8792] Generating subquestions (3 steps)...
  [2940/8792] Generating subquestions (2 steps)...
  [2941/8792] Generating subquestions (6 steps)...
  [2942/8792] Generating subquestions (3 steps)...
  [2943/8792] Generating subquestions (2 steps)...
  [2944/8792] Generating subquestions (5 steps)...
  [2945/8792] Generating subquestions (3 steps)...
  [2946/8792] Generating subquestions (5 steps)...
  [2947/8792] Generating subquestions (2 steps)...
  [2948/8792] Generating subquestions (2 steps)...
  [2949/8792] Generating subquestions (6 steps)...
  [2950/8792] Generating subquestions (3 steps)...
  [2951/8792] Generating subquestions (3 steps)...
  [2952/8792] Generating subquestions (2 steps)...
  [2953/8792] Generating subquestions (2 steps)...
  [2954/8792] Generating subquestions (3 steps)...
  [2955/8792] Generating subquestions (2 steps)...
  [2956/8792] Generating subquestions (4 steps)...
  [2957/8792] Generating subquestions (2 steps)...
  [2958/8792] Generating subquestions (3 steps)...
  [2959/8792] Generating subquestions (4 steps)...
  [2960/8792] Generating subquestions (2 steps)...
  [2961/8792] Generating subquestions (2 steps)...
  [2962/8792] Generating subquestions (2 steps)...
  [2963/8792] Generating subquestions (5 steps)...
  [2964/8792] Generating subquestions (3 steps)...
  [2965/8792] Generating subquestions (2 steps)...
  [2966/8792] Generating subquestions (4 steps)...
  [2967/8792] Generating subquestions (4 steps)...
  [2968/8792] Generating subquestions (3 steps)...
  [2969/8792] Generating subquestions (3 steps)...
  [2970/8792] Generating subquestions (3 steps)...
  [2971/8792] Generating subquestions (4 steps)...
  [2972/8792] Generating subquestions (4 steps)...
  [2973/8792] Generating subquestions (2 steps)...
  [2974/8792] Generating subquestions (3 steps)...
  [2975/8792] Generating subquestions (4 steps)...
  [2976/8792] Generating subquestions (3 steps)...
  [2977/8792] Generating subquestions (3 steps)...
  [2978/8792] Generating subquestions (3 steps)...
  [2979/8792] Generating subquestions (3 steps)...
  [2980/8792] Generating subquestions (3 steps)...
  [2981/8792] Generating subquestions (3 steps)...
  [2982/8792] Generating subquestions (2 steps)...
  [2983/8792] Generating subquestions (2 steps)...
  [2984/8792] Generating subquestions (3 steps)...
  [2985/8792] Generating subquestions (2 steps)...
  [2986/8792] Generating subquestions (5 steps)...
  [2987/8792] Generating subquestions (3 steps)...
  [2988/8792] Generating subquestions (3 steps)...
  [2989/8792] Generating subquestions (3 steps)...
  [2990/8792] Generating subquestions (3 steps)...
  [2991/8792] Generating subquestions (3 steps)...
  [2992/8792] Generating subquestions (3 steps)...
  [2993/8792] Generating subquestions (3 steps)...
  [2994/8792] Generating subquestions (4 steps)...
  [2996/8792] Generating subquestions (4 steps)...
  [2997/8792] Generating subquestions (4 steps)...
  [2998/8792] Generating subquestions (4 steps)...
  [2999/8792] Generating subquestions (3 steps)...
  [3000/8792] Generating subquestions (4 steps)...
  [3001/8792] Generating subquestions (2 steps)...
  [3002/8792] Generating subquestions (3 steps)...
  [3003/8792] Generating subquestions (3 steps)...
  [3004/8792] Generating subquestions (2 steps)...
  [3005/8792] Generating subquestions (6 steps)...
  [3006/8792] Generating subquestions (2 steps)...
  [3007/8792] Generating subquestions (4 steps)...
  [3008/8792] Generating subquestions (2 steps)...
  [3009/8792] Generating subquestions (2 steps)...
  [3010/8792] Generating subquestions (5 steps)...
  [3011/8792] Generating subquestions (4 steps)...
  [3012/8792] Generating subquestions (2 steps)...
  [3013/8792] Generating subquestions (4 steps)...
  [3014/8792] Generating subquestions (2 steps)...
  [3015/8792] Generating subquestions (5 steps)...
  [3016/8792] Generating subquestions (4 steps)...
  [3017/8792] Generating subquestions (3 steps)...
  [3018/8792] Generating subquestions (3 steps)...
  [3019/8792] Generating subquestions (5 steps)...
  [3020/8792] Generating subquestions (4 steps)...
  [3021/8792] Generating subquestions (4 steps)...
  [3022/8792] Generating subquestions (2 steps)...
  [3023/8792] Generating subquestions (3 steps)...
  [3024/8792] Generating subquestions (4 steps)...
  [3025/8792] Generating subquestions (2 steps)...
  [3026/8792] Generating subquestions (3 steps)...
  [3027/8792] Generating subquestions (3 steps)...
  [3028/8792] Generating subquestions (5 steps)...
  [3029/8792] Generating subquestions (7 steps)...
  [3030/8792] Generating subquestions (4 steps)...
  [3031/8792] Generating subquestions (3 steps)...
  [3033/8792] Generating subquestions (3 steps)...
  [3034/8792] Generating subquestions (2 steps)...
  [3035/8792] Generating subquestions (2 steps)...
  [3036/8792] Generating subquestions (2 steps)...
  [3037/8792] Generating subquestions (4 steps)...
  [3038/8792] Generating subquestions (2 steps)...
  [3039/8792] Generating subquestions (3 steps)...
  [3040/8792] Generating subquestions (2 steps)...
  [3041/8792] Generating subquestions (3 steps)...
  [3042/8792] Generating subquestions (2 steps)...
  [3043/8792] Generating subquestions (2 steps)...
  [3044/8792] Generating subquestions (3 steps)...
  [3045/8792] Generating subquestions (3 steps)...
  [3046/8792] Generating subquestions (6 steps)...
  [3047/8792] Generating subquestions (4 steps)...
  [3048/8792] Generating subquestions (3 steps)...
  [3049/8792] Generating subquestions (3 steps)...
  [3050/8792] Generating subquestions (2 steps)...
  [3051/8792] Generating subquestions (2 steps)...
  [3052/8792] Generating subquestions (4 steps)...
  [3053/8792] Generating subquestions (3 steps)...
  [3054/8792] Generating subquestions (4 steps)...
  [3055/8792] Generating subquestions (3 steps)...
  [3057/8792] Generating subquestions (3 steps)...
  [3059/8792] Generating subquestions (2 steps)...
  [3060/8792] Generating subquestions (5 steps)...
  [3061/8792] Generating subquestions (5 steps)...
  [3062/8792] Generating subquestions (5 steps)...
  [3063/8792] Generating subquestions (2 steps)...
  [3064/8792] Generating subquestions (6 steps)...
  [3065/8792] Generating subquestions (4 steps)...
  [3066/8792] Generating subquestions (3 steps)...
  [3067/8792] Generating subquestions (3 steps)...
  [3068/8792] Generating subquestions (4 steps)...
  [3069/8792] Generating subquestions (3 steps)...
  [3070/8792] Generating subquestions (3 steps)...
  [3071/8792] Generating subquestions (3 steps)...
  [3073/8792] Generating subquestions (2 steps)...
  [3074/8792] Generating subquestions (3 steps)...
  [3075/8792] Generating subquestions (4 steps)...
  [3076/8792] Generating subquestions (3 steps)...
  [3077/8792] Generating subquestions (2 steps)...
  [3078/8792] Generating subquestions (3 steps)...
  [3079/8792] Generating subquestions (3 steps)...
  [3080/8792] Generating subquestions (2 steps)...
  [3081/8792] Generating subquestions (3 steps)...
  [3082/8792] Generating subquestions (2 steps)...
  [3083/8792] Generating subquestions (3 steps)...
  [3084/8792] Generating subquestions (7 steps)...
  [3085/8792] Generating subquestions (3 steps)...
  [3086/8792] Generating subquestions (4 steps)...
  [3087/8792] Generating subquestions (3 steps)...
  [3088/8792] Generating subquestions (3 steps)...
  [3089/8792] Generating subquestions (2 steps)...
  [3091/8792] Generating subquestions (2 steps)...
  [3092/8792] Generating subquestions (3 steps)...
  [3093/8792] Generating subquestions (5 steps)...
  [3094/8792] Generating subquestions (2 steps)...
  [3095/8792] Generating subquestions (4 steps)...
  [3096/8792] Generating subquestions (3 steps)...
  [3097/8792] Generating subquestions (4 steps)...
  [3098/8792] Generating subquestions (3 steps)...
  [3100/8792] Generating subquestions (4 steps)...
  [3101/8792] Generating subquestions (4 steps)...
  [3102/8792] Generating subquestions (2 steps)...
  [3103/8792] Generating subquestions (2 steps)...
  [3104/8792] Generating subquestions (3 steps)...
  [3105/8792] Generating subquestions (2 steps)...
  [3106/8792] Generating subquestions (2 steps)...
  [3107/8792] Generating subquestions (4 steps)...
  [3108/8792] Generating subquestions (2 steps)...
  [3109/8792] Generating subquestions (4 steps)...
